loosing_hero_id_1,loosing_hero_id_2,loosing_hero_id_3,loosing_hero_id_4,loosing_hero_id_5,winning_hero_id_1,winning_hero_id_2,winning_hero_id_3,winning_hero_id_4,winning_hero_id_5
28,48,50,90,98,16,17,18,23,87
2,14,75,87,93,26,28,56,74,86
20,29,59,94,101,26,50,60,95,110
15,42,53,68,69,29,30,47,77,101
2,17,26,91,93,7,28,46,50,65
9,46,69,84,93,26,44,47,51,68
16,59,76,79,103,28,30,34,63,98
17,32,64,102,109,20,83,95,104,106
13,28,84,86,109,39,44,69,71,87
39,44,51,64,92,9,25,54,76,86
1,27,64,65,76,14,43,53,67,107
3,9,17,51,66,13,56,69,73,86
31,36,53,60,102,19,65,71,73,91
17,26,29,75,94,6,20,61,66,74
34,37,42,53,73,9,19,77,88,91
5,13,45,48,68,47,60,73,87,98
14,44,55,80,86,50,59,88,95,97
15,16,49,50,96,25,45,46,47,98
5,8,60,70,104,2,86,88,95,106
8,11,51,87,101,16,74,81,107,111
17,30,44,64,97,11,19,31,104,112
28,49,84,90,93,4,8,14,30,41
2,31,54,73,111,28,43,44,57,87
20,26,28,54,74,42,46,87,104,114
5,23,26,53,54,3,9,25,43,51
19,68,69,70,86,20,30,49,57,58
8,16,68,93,96,1,3,9,51,78
7,30,34,76,110,18,26,38,47,66
16,28,47,86,106,39,41,60,72,110
18,43,55,60,87,3,13,30,67,80
9,78,82,83,92,3,20,34,41,69
26,31,41,74,102,34,63,73,86,98
6,13,17,26,87,16,35,67,71,112
19,27,78,91,103,20,33,41,43,74
22,29,68,84,109,15,20,56,74,101
6,13,33,42,98,34,41,55,83,87
5,13,72,86,98,26,46,51,63,73
5,66,76,93,98,4,51,68,71,74
6,21,50,53,92,13,72,74,79,83
7,25,86,95,98,39,47,50,62,85
8,26,46,84,96,2,11,18,20,25
26,46,72,84,102,17,21,85,86,88
26,50,51,74,99,20,35,42,68,85
5,11,12,50,71,2,25,39,73,79
5,8,35,71,99,15,34,40,41,87
35,42,79,84,97,14,34,48,63,86
10,18,30,65,91,13,20,41,72,101
3,11,42,50,98,2,27,66,69,96
12,26,51,60,74,15,42,47,72,87
18,39,68,86,100,4,20,22,71,112
7,29,39,87,94,21,26,71,97,106
20,41,76,97,114,2,8,11,87,107
7,12,64,76,97,17,26,71,100,106
40,56,65,107,111,16,36,59,63,68
9,11,23,29,30,7,28,41,87,100
32,41,47,84,106,20,22,53,67,96
3,9,46,55,98,10,83,87,96,97
7,28,70,94,102,8,20,22,29,85
13,20,54,61,64,77,78,84,92,93
15,23,69,74,101,26,39,42,51,100
8,13,66,86,110,2,35,69,75,83
12,13,25,69,89,49,55,64,71,92
8,25,65,71,86,3,28,54,55,95
11,25,30,51,95,16,52,62,72,86
26,29,36,71,81,20,47,55,75,110
17,33,44,62,98,1,15,41,50,79
20,40,44,85,100,4,6,13,84,92
9,29,31,43,45,13,48,51,89,92
39,62,65,86,93,16,40,63,98,111
11,51,63,104,112,9,10,68,78,84
11,31,47,69,88,1,9,49,50,79
21,26,28,62,106,1,13,20,55,71
7,31,74,75,104,30,48,78,84,106
10,13,20,31,96,9,29,46,84,106
17,68,72,86,98,48,87,89,92,96
2,10,74,86,107,6,26,80,84,96
5,9,48,56,97,41,47,74,79,88
28,38,43,65,87,31,39,60,73,107
26,74,81,85,91,20,31,39,41,72
21,31,56,87,100,27,40,43,48,92
1,13,39,85,87,28,41,57,72,86
14,40,55,86,93,3,4,31,53,69
8,25,26,98,101,13,28,54,55,75
16,37,63,70,84,13,28,54,64,87
8,20,50,51,74,7,17,26,93,110
14,28,36,37,47,35,57,94,104,111
2,16,72,92,106,50,62,65,69,79
7,25,45,59,100,3,8,51,52,112
14,20,21,93,111,8,28,55,80,86
2,29,39,72,112,15,20,26,47,100
7,49,51,75,86,44,64,69,84,106
12,16,28,39,111,8,9,26,38,94
26,52,63,85,92,7,25,72,87,99
50,67,68,76,96,23,87,92,97,106
25,41,64,76,88,7,27,74,77,84
2,12,106,111,112,27,64,70,94,96
3,87,88,93,100,7,8,26,39,71
26,50,72,97,106,7,39,46,68,96
41,47,68,86,103,13,16,50,69,96
28,34,50,83,96,31,43,69,77,92
9,13,42,86,103,29,39,53,79,87
25,46,56,100,112,7,11,50,85,93
13,41,53,68,87,9,42,55,69,78
13,15,42,55,87,33,43,54,75,96
9,20,48,68,99,64,74,79,93,98
1,34,68,69,86,29,33,50,54,82
7,43,53,63,86,13,42,96,101,109
7,12,39,86,110,38,72,89,106,112
9,11,79,84,85,10,29,31,40,101
8,55,75,97,111,1,16,57,74,84
8,9,27,34,75,48,49,79,84,88
10,28,30,39,68,1,19,29,50,57
23,49,65,67,68,13,51,85,90,94
8,20,34,69,79,21,26,52,65,99
3,19,71,72,110,20,38,39,50,100
15,30,35,56,68,21,27,50,75,81
28,36,60,63,87,20,31,41,43,72
15,20,53,57,67,7,22,41,71,109
8,36,37,86,108,5,35,85,96,102
18,25,91,97,104,7,34,35,38,86
2,17,26,83,99,15,50,51,64,69
20,36,47,102,107,25,70,83,88,110
9,16,53,54,101,15,23,37,65,77
18,26,38,74,111,19,30,55,62,94
27,43,48,57,69,11,20,28,86,96
9,48,50,74,79,33,83,89,93,99
30,33,36,44,74,12,18,25,38,58
30,72,83,97,106,39,68,69,84,93
30,42,48,52,70,9,27,40,45,49
26,50,65,74,93,9,20,47,53,89
31,33,72,86,106,3,16,93,97,98
5,6,16,41,77,3,9,20,39,69
43,49,64,70,86,7,9,11,31,98
30,38,41,71,101,7,31,34,44,97
25,60,72,74,87,3,8,21,55,100
21,26,53,92,112,17,31,52,86,101
20,41,43,69,87,8,10,26,50,110
34,58,65,68,89,74,79,88,93,98
54,63,65,76,86,20,28,46,55,72
5,18,28,57,63,9,27,60,74,87
7,11,35,75,96,8,20,65,87,97
12,16,25,39,51,45,52,74,96,112
15,33,51,52,101,1,25,30,87,97
3,49,63,65,86,13,20,54,62,90
2,9,34,48,79,17,66,76,83,88
7,18,34,87,97,5,54,71,74,102
27,31,44,47,99,20,41,69,101,109
12,13,25,53,88,49,54,92,95,102
9,16,17,55,87,11,27,29,42,68
5,14,36,40,62,3,30,41,57,72
7,21,54,68,88,3,5,9,51,63
12,38,40,64,107,4,53,86,88,106
8,41,43,68,71,28,42,50,76,86
42,52,55,88,89,27,65,66,69,96
27,29,43,83,99,16,41,47,68,98
17,20,48,87,99,4,22,30,62,71
60,65,74,93,111,3,38,72,73,100
13,26,28,58,72,29,62,74,86,93
3,9,13,30,95,1,20,65,68,74
3,18,68,78,99,31,33,53,56,77
27,28,68,76,96,5,47,88,102,106
9,40,52,77,79,36,49,51,83,86
37,74,86,94,96,7,22,68,72,97
13,42,67,101,106,20,44,46,84,96
15,16,17,26,73,44,59,65,77,100
15,42,84,99,101,1,9,17,69,83
28,40,86,106,114,12,34,65,88,111
20,54,55,63,64,17,18,86,92,103
1,5,40,45,51,7,23,26,94,98
9,36,86,88,92,27,31,43,51,77
34,37,63,86,98,1,16,76,90,91
2,47,54,66,86,3,13,90,94,98
2,48,55,79,85,9,15,27,50,106
5,67,68,74,99,49,55,66,72,92
13,14,26,55,63,1,36,86,88,107
57,83,85,89,106,7,25,61,72,74
25,59,99,100,111,29,39,60,75,81
16,50,56,59,100,2,21,26,30,98
18,49,69,90,92,5,55,72,73,85
20,29,64,77,101,21,78,86,96,99
37,67,73,85,97,7,15,22,35,99
46,51,88,93,101,13,15,20,35,84
13,23,36,74,111,7,21,63,68,114
9,42,51,79,106,29,31,33,41,69
11,28,50,69,79,7,21,86,93,112
7,12,17,27,110,8,16,35,51,87
9,11,68,87,88,5,8,51,79,106
1,29,50,76,101,15,21,30,63,66
49,51,53,63,88,16,27,55,66,72
5,28,43,69,102,40,49,53,66,73
8,23,46,71,111,20,30,41,75,109
39,41,64,65,101,6,7,15,53,92
3,72,74,92,93,5,9,39,40,47
27,28,43,46,55,11,14,16,79,96
79,89,96,101,103,19,51,65,84,97
2,11,15,20,83,30,33,63,69,93
2,13,29,54,87,30,34,41,68,103
21,30,57,94,95,8,13,26,36,74
2,8,76,86,90,46,54,84,87,96
13,33,54,62,92,44,46,53,66,79
2,19,20,50,64,17,23,28,54,79
7,28,35,41,64,6,13,16,17,20
38,46,73,75,100,11,50,51,92,106
3,46,58,69,96,9,51,52,74,86
41,47,48,68,86,20,35,51,96,101
6,20,50,53,64,13,37,54,58,71
7,11,17,26,57,20,22,72,87,88
5,51,69,81,106,10,41,47,67,88
22,41,74,94,103,8,17,19,87,105
37,48,76,100,102,2,17,70,86,90
40,50,60,75,114,1,7,8,22,26
26,72,79,80,97,17,54,58,65,86
5,7,15,30,34,27,35,41,43,64
47,68,69,79,96,42,46,50,55,91
2,5,35,67,107,8,33,34,37,86
11,20,29,48,84,17,62,65,79,109
8,16,79,96,106,2,3,9,53,102
5,23,25,67,98,2,45,57,74,109
1,21,86,100,112,7,11,30,55,106
7,43,50,55,89,29,42,46,64,78
5,31,48,56,97,43,55,73,86,89
9,51,67,78,86,30,33,44,47,71
6,26,55,83,104,7,40,54,82,98
20,75,78,87,96,9,16,29,48,86
22,29,87,90,93,15,41,58,98,111
9,50,63,74,79,20,47,48,51,68
3,27,43,65,96,13,15,41,52,86
9,10,15,86,96,11,29,50,64,109
21,87,97,100,106,3,8,17,38,112
27,29,39,72,85,28,47,79,84,109
3,9,39,51,73,5,49,53,63,102
9,27,49,68,70,3,4,29,59,83
47,64,75,77,99,31,36,38,78,101
12,26,55,65,90,1,31,39,51,79
3,50,63,74,96,5,11,28,88,92
27,67,80,90,97,11,43,57,86,88
46,48,84,96,101,7,10,17,50,51
1,25,47,71,87,26,51,52,91,99
25,92,93,110,112,17,71,72,87,88
45,64,68,69,76,29,78,82,86,101
29,64,72,76,88,3,11,25,51,106
9,54,55,89,98,21,39,64,70,91
9,68,74,98,100,27,45,79,80,92
8,11,26,28,57,13,42,51,84,101
16,20,86,94,107,7,37,39,87,113
6,53,86,88,90,5,25,67,104,114
9,47,68,75,96,29,58,72,78,79
15,55,87,90,99,34,51,72,75,86
10,17,25,29,86,7,19,26,74,91
15,25,26,50,99,7,46,47,48,90
46,55,62,63,84,20,33,54,88,103
2,13,57,93,110,20,70,74,99,103
34,68,86,89,98,29,31,42,46,47
2,7,15,44,75,19,27,31,55,74
26,46,47,68,96,3,9,29,48,50
1,7,9,71,112,19,28,29,76,88
21,62,72,100,101,11,38,87,93,112
7,13,19,21,100,12,46,59,91,93
7,17,54,55,86,1,16,49,50,112
20,44,50,65,104,35,39,71,85,92
8,20,43,64,69,7,19,47,96,101
17,59,60,84,96,25,28,54,86,114
8,16,30,59,112,20,34,48,65,85
12,13,34,58,100,4,7,66,70,71
27,45,49,55,58,15,69,79,83,106
21,46,50,100,105,7,11,30,38,73
18,41,87,103,106,26,29,33,63,74
4,12,26,50,99,2,36,86,97,104
7,29,35,42,68,1,43,51,92,101
20,29,63,64,74,7,45,56,99,101
3,8,30,52,55,1,25,74,79,85
20,29,36,74,101,35,64,81,84,98
3,16,43,63,106,20,21,29,68,77
15,29,42,43,79,10,51,78,84,101
65,70,75,76,88,9,43,69,87,107
2,13,37,85,109,25,34,48,79,88
7,21,39,50,72,17,25,26,62,86
25,67,74,84,99,1,20,26,29,97
1,27,75,85,89,9,43,55,79,87
28,48,65,82,87,16,20,63,66,106
5,13,73,89,103,26,68,94,96,106
16,43,51,67,75,69,74,86,88,93
8,15,27,50,57,7,30,41,101,106
8,20,46,102,107,18,26,38,55,98
3,8,29,32,47,54,65,69,70,87
9,27,65,74,81,43,64,72,86,98
30,39,41,76,86,8,20,29,66,75
17,51,54,64,92,3,5,36,76,98
5,39,51,63,92,16,17,73,86,98
56,68,73,93,103,9,30,39,41,89
49,57,63,83,91,9,54,62,88,92
23,34,55,69,79,8,17,29,33,64
20,21,54,86,97,3,53,65,72,73
47,63,68,97,102,9,13,33,41,87
29,49,66,79,109,48,74,85,86,104
6,66,68,107,111,15,30,44,53,110
12,55,74,89,90,17,33,54,68,79
9,41,74,84,90,2,8,26,66,73
7,27,43,47,65,9,20,39,69,77
3,21,46,51,101,55,70,100,106,112
7,17,40,47,56,9,16,53,68,77
15,38,52,58,66,2,31,62,69,88
13,63,85,86,96,9,16,40,46,88
9,33,73,79,88,45,49,53,83,86
26,51,75,78,102,33,41,49,99,101
15,35,41,86,88,17,27,29,33,43
3,9,11,74,98,8,27,40,53,68
11,25,28,42,65,12,20,39,55,112
29,54,84,101,104,9,30,49,64,77
1,28,86,96,101,25,76,90,102,113
27,29,56,96,106,9,64,74,79,103
15,30,41,43,110,18,22,55,87,111
36,46,59,83,96,3,47,51,84,95
8,17,21,26,101,20,29,39,92,93
7,20,56,62,106,39,41,66,68,72
1,20,26,47,88,7,17,75,85,93
28,34,90,93,108,8,20,74,86,102
1,38,39,87,110,26,29,74,93,111
16,34,54,92,96,9,42,50,80,88
15,20,33,38,40,22,26,50,63,70
20,26,37,94,104,13,46,87,89,114
11,50,55,80,86,20,25,91,99,106
20,61,77,95,103,29,46,68,84,99
20,21,26,56,110,1,55,60,75,112
17,40,54,68,88,9,31,46,86,99
27,43,53,92,106,48,49,50,51,101
42,50,65,91,93,9,20,22,31,41
3,9,40,56,65,5,17,29,53,54
13,47,48,89,92,40,46,53,72,73
11,28,39,50,60,5,7,38,55,67
44,58,65,80,91,7,18,72,90,97
13,21,54,62,66,3,33,38,46,48
22,29,68,71,81,5,6,17,21,62
12,31,86,106,108,1,16,53,68,114
31,63,69,83,88,9,23,68,82,87
5,47,50,54,101,3,9,14,21,63
20,48,51,58,69,13,27,50,67,96
6,27,43,58,66,38,72,74,90,110
13,40,53,68,72,17,27,48,66,88
41,53,74,87,110,3,28,43,54,60
31,44,68,69,75,16,26,71,76,93
2,38,39,63,87,51,54,62,74,101
9,11,16,79,98,51,69,74,83,86
4,7,8,47,75,21,30,71,93,112
15,50,59,78,84,7,36,74,96,101
6,31,63,87,99,9,33,49,53,64
18,20,29,74,84,9,65,87,93,97
21,52,70,79,93,3,17,63,73,98
28,30,43,77,111,18,25,34,55,107
47,53,77,87,89,5,9,27,43,54
2,25,50,92,93,12,39,75,78,87
28,30,41,97,101,7,15,20,46,47
5,28,31,47,98,51,72,73,74,102
8,14,25,84,97,9,11,23,35,55
6,14,57,70,86,1,26,46,87,97
45,49,52,53,85,21,31,54,73,76
2,23,64,76,109,13,32,67,84,96
11,16,40,56,103,9,17,51,79,92
1,22,60,86,100,7,12,51,74,90
16,41,42,43,68,20,34,65,69,101
4,26,39,55,79,25,59,75,86,96
20,22,87,99,109,11,13,50,85,91
8,15,30,53,101,2,7,17,50,95
21,27,65,66,72,3,18,25,39,55
5,6,11,20,99,22,38,44,71,84
13,40,50,53,99,5,17,63,69,73
13,16,30,54,65,9,29,31,46,77
27,32,47,51,76,38,49,92,95,107
27,46,53,68,73,3,9,77,99,101
14,46,48,55,87,8,50,74,78,90
29,43,47,69,92,21,40,45,80,83
22,30,69,71,93,26,29,42,66,76
30,39,72,78,112,8,17,25,85,100
5,39,73,86,98,13,36,40,51,87
12,17,26,46,86,7,35,50,71,93
13,25,28,56,79,46,80,81,86,90
22,30,38,48,62,28,29,43,99,112
8,39,50,97,100,5,18,21,84,103
25,26,41,68,70,20,22,29,67,87
20,53,54,71,110,8,47,55,64,84
10,16,51,78,101,7,29,31,34,47
11,20,50,55,72,8,30,39,40,100
8,11,14,30,33,2,20,60,75,91
28,49,54,63,110,20,73,85,86,104
1,5,33,39,98,28,37,42,57,106
7,15,20,76,96,10,43,53,83,86
7,47,68,77,106,56,58,74,96,101
36,41,53,68,107,7,62,65,76,98
3,7,12,43,100,25,28,31,39,42
30,41,65,71,89,45,88,93,103,110
44,84,97,102,112,8,76,87,100,104
42,43,51,85,94,9,20,68,69,106
8,9,20,29,97,48,50,75,86,99
8,79,88,97,98,9,14,39,76,86
17,73,86,93,98,10,13,43,64,84
17,35,40,65,83,12,20,22,60,88
1,27,47,71,102,11,41,51,64,86
16,41,43,51,68,5,19,57,74,91
8,20,27,34,97,6,7,35,50,95
3,38,51,72,77,17,54,64,80,86
54,83,97,98,101,29,34,47,50,93
11,20,28,63,78,33,80,86,106,112
6,9,19,33,77,28,43,54,84,96
17,31,55,63,83,5,11,18,65,91
2,34,41,79,103,13,16,48,84,101
2,8,40,84,87,11,30,36,41,86
26,49,65,79,109,9,29,85,87,89
3,40,62,74,93,8,11,50,52,98
13,15,20,63,84,31,33,42,47,96
2,3,8,20,89,13,37,54,84,96
9,20,48,50,51,16,46,69,79,88
8,53,66,86,106,22,30,55,67,107
55,74,81,86,87,8,25,71,75,97
17,27,54,63,75,26,34,48,88,89
18,28,31,33,34,7,22,67,74,87
16,65,97,101,106,7,41,43,68,86
7,11,29,72,75,8,10,13,30,46
11,26,39,51,79,38,49,50,72,87
3,39,70,76,100,25,71,81,85,91
25,26,51,90,94,7,39,55,101,109
49,50,60,72,103,7,9,15,20,46
29,68,76,88,94,22,36,53,62,85
20,49,53,68,69,17,30,55,72,83
8,64,65,97,100,52,74,79,81,91
7,20,55,68,74,8,39,50,88,100
10,17,29,60,90,15,62,74,88,111
16,39,72,87,102,7,50,76,91,106
11,54,84,88,91,8,16,49,65,75
17,46,52,79,109,21,36,73,80,101
19,28,36,66,79,6,41,45,50,75
8,23,31,41,74,1,20,36,65,92
7,11,26,44,93,30,41,47,87,99
17,26,51,71,72,2,7,52,59,101
18,26,55,62,74,43,53,70,71,84
1,38,39,97,112,7,72,73,85,100
6,7,39,47,85,25,46,51,99,112
14,55,63,86,102,1,3,73,74,93
20,41,50,65,78,13,23,79,93,99
25,39,45,86,99,7,11,38,72,87
10,43,65,107,111,23,26,55,93,94
3,5,28,51,88,12,60,63,64,86
8,47,51,92,101,7,70,71,74,75
34,37,43,96,109,11,16,20,38,70
30,49,60,68,72,7,28,50,73,79
21,64,83,89,95,26,35,48,91,104
23,29,31,42,67,15,45,64,74,79
6,26,39,55,92,12,25,62,85,87
9,14,16,70,91,30,50,63,88,98
1,7,31,97,99,25,30,67,86,110
22,47,53,64,72,13,20,30,38,66
8,28,55,76,79,16,35,45,93,97
14,45,62,90,93,19,53,89,92,98
8,32,40,46,69,7,30,36,67,96
7,11,42,50,88,17,51,68,72,112
26,46,70,99,100,18,39,65,84,91
5,7,27,78,96,15,16,44,57,101
6,10,21,40,99,8,17,20,30,51
49,60,65,79,93,9,20,38,77,103
16,48,55,95,111,4,5,91,94,102
17,19,27,31,63,34,64,84,93,99
4,17,20,22,63,48,50,65,86,106
1,27,30,47,110,12,21,52,85,90
7,11,17,50,61,25,71,75,85,93
41,47,67,87,103,1,5,7,34,60
13,30,49,59,85,20,53,71,72,87
10,15,29,71,79,18,76,84,88,91
27,41,47,74,101,3,9,29,43,86
4,11,25,41,87,7,8,50,52,100
13,28,68,86,103,29,50,62,93,98
35,42,84,99,112,18,20,29,50,72
7,12,15,100,112,44,51,57,75,97
34,68,75,87,93,9,15,27,43,57
2,14,31,42,64,16,22,44,50,69
6,7,9,20,63,22,26,38,50,94
30,38,47,60,74,21,69,85,106,112
39,52,72,75,86,22,26,29,70,112
23,41,46,64,65,6,27,47,53,92
48,65,78,79,92,3,9,63,98,102
11,17,50,72,86,18,25,36,97,99
16,47,70,86,104,5,8,9,55,60
12,26,41,58,74,13,20,30,61,72
8,10,20,21,68,7,11,39,51,66
37,41,74,87,98,15,42,44,99,101
18,29,45,51,87,11,53,70,86,112
17,56,58,75,96,13,50,69,79,93
27,30,48,51,98,8,28,35,86,108
2,21,60,84,86,25,50,61,82,87
17,44,68,78,86,5,11,67,99,101
5,15,75,80,92,3,53,54,73,76
26,75,99,101,106,11,30,41,50,95
7,10,47,64,99,21,28,45,95,110
43,48,51,66,86,40,72,74,79,98
27,43,45,56,99,17,21,63,69,73
7,30,72,99,106,5,8,11,33,51
9,17,69,79,88,16,47,63,68,96
3,20,29,43,54,50,55,67,74,107
16,41,74,90,101,20,30,42,53,95
3,17,54,66,88,9,69,84,86,106
33,60,64,76,114,9,31,48,49,98
5,33,39,96,109,20,52,55,70,107
27,34,47,51,68,7,15,40,58,70
3,15,60,74,86,7,20,78,95,99
49,53,87,93,111,55,68,94,100,106
42,53,74,87,101,30,40,63,68,69
16,37,46,65,95,13,29,81,107,110
18,71,76,111,112,41,56,75,80,84
35,62,87,96,102,12,43,50,55,68
6,11,37,51,104,9,16,31,95,114
18,22,32,71,84,16,26,47,62,109
8,20,22,26,80,33,36,38,50,77
1,43,86,96,102,7,31,41,46,99
29,50,74,90,95,20,35,94,96,101
10,23,29,35,63,37,40,41,44,65
9,17,42,79,96,19,47,53,91,92
15,20,82,84,85,30,39,50,72,110
9,42,43,64,99,23,36,41,84,101
20,74,83,89,91,1,5,17,75,78
26,41,42,57,74,39,50,71,99,103
45,47,64,100,104,7,25,31,57,77
7,11,26,72,96,18,29,39,86,112
1,21,22,26,30,32,37,39,54,71
16,26,72,75,110,3,8,39,87,103
12,28,53,69,111,33,38,42,74,101
5,9,18,25,80,33,39,51,87,109
7,30,36,40,64,29,58,63,69,84
5,7,35,63,90,20,27,38,46,84
28,33,52,64,114,11,14,41,59,95
7,25,30,56,71,2,22,50,62,94
16,21,41,53,101,33,42,43,68,96
7,8,35,51,101,26,68,78,93,96
28,46,85,86,99,6,8,30,98,102
9,27,51,70,86,48,50,58,65,74
13,31,55,72,101,8,20,21,28,100
1,28,43,65,87,20,21,30,48,53
25,44,53,92,97,1,51,66,80,86
3,42,55,64,75,45,46,49,79,98
25,26,32,48,63,3,9,51,74,101
19,26,91,93,96,7,8,39,97,112
13,21,80,81,88,12,33,72,86,90
15,30,93,98,107,8,17,26,31,99
1,15,16,26,34,17,20,25,47,99
12,13,50,51,72,6,11,25,79,110
35,45,47,85,102,25,39,83,93,97
4,5,7,17,110,11,12,26,62,100
11,50,53,64,69,7,12,17,29,90
2,11,54,71,111,15,28,73,83,84
3,15,49,53,91,25,51,62,72,112
1,25,30,65,75,20,21,34,42,84
2,26,41,47,50,15,21,29,30,42
5,23,53,63,68,1,25,54,86,88
68,69,87,97,106,11,18,75,85,91
2,35,67,84,111,5,17,38,50,63
3,9,50,69,93,16,22,43,54,86
7,20,27,44,113,6,21,51,63,75
5,7,63,76,96,53,67,68,74,86
25,30,54,69,74,18,29,39,84,87
8,53,59,69,111,26,55,70,73,101
25,30,62,71,93,11,51,72,86,91
27,68,88,89,99,17,20,48,80,92
15,33,40,41,64,9,31,53,68,74
8,11,20,57,65,10,29,31,87,95
17,91,99,110,112,7,12,19,79,82
27,53,77,78,86,9,19,29,90,91
21,54,62,79,86,7,27,72,80,97
6,14,41,76,82,30,33,38,39,75
28,29,43,48,79,16,17,60,91,93
4,20,28,40,99,16,65,77,78,86
1,26,34,53,68,3,64,65,67,73
15,40,64,96,112,27,36,38,60,109
9,47,78,79,87,63,65,76,83,102
15,28,64,68,69,20,32,44,57,95
7,12,16,84,94,11,53,54,68,88
25,26,47,48,65,20,21,51,71,95
27,41,46,94,99,18,43,68,88,107
46,56,75,100,102,13,23,64,87,98
13,20,27,41,70,21,29,30,67,71
3,8,38,76,100,41,65,69,72,111
42,48,50,53,75,20,41,46,65,68
5,13,50,63,99,46,48,53,58,92
5,7,39,54,55,28,31,50,65,98
26,35,39,85,95,2,43,57,67,101
21,30,52,71,72,25,48,86,100,105
9,14,16,65,79,23,54,55,68,88
1,13,64,84,96,20,60,78,79,103
3,9,51,64,81,31,40,41,69,73
1,7,20,39,68,11,56,60,86,112
5,11,17,51,86,27,40,49,53,95
30,31,47,71,93,7,8,36,50,99
51,58,76,77,86,5,8,23,69,92
8,14,38,86,98,50,88,96,104,109
15,29,45,85,95,11,51,64,73,92
16,48,89,95,96,42,47,67,68,98
1,16,92,104,106,23,40,65,76,87
1,2,26,83,97,15,64,74,84,96
1,15,69,87,88,9,78,79,96,106
10,13,23,61,79,7,17,47,86,112
41,46,83,86,109,10,25,51,64,104
41,43,68,72,100,15,20,32,60,93
39,55,62,69,111,3,15,60,73,90
11,25,37,51,65,2,17,27,63,114
3,52,83,103,106,9,68,69,74,86
20,43,66,74,99,15,29,42,47,101
6,20,74,99,102,9,68,79,88,95
8,20,43,53,100,38,39,86,90,99
5,8,40,76,99,28,29,33,47,87
7,17,81,82,98,37,58,72,73,97
1,34,50,71,100,17,22,55,68,106
7,29,42,101,106,27,41,45,53,86
7,15,26,67,71,22,51,54,60,91
11,26,29,33,78,3,9,19,65,91
8,11,21,73,92,46,48,53,86,102
8,16,25,83,87,5,39,55,71,93
7,11,26,44,97,39,51,63,68,86
7,22,27,76,96,49,52,57,86,110
33,35,75,81,100,5,20,77,88,94
18,36,39,62,99,16,90,94,98,109
55,69,74,87,98,54,78,79,83,99
16,26,39,47,59,20,48,60,75,110
39,54,64,79,80,3,53,81,88,91
20,21,46,48,102,5,7,18,51,82
46,51,53,75,87,1,7,30,36,85
10,20,41,64,74,2,54,84,87,97
23,26,31,35,40,5,13,47,88,102
9,22,23,97,101,15,28,53,74,87
28,70,74,79,96,5,8,20,102,106
9,15,29,35,42,39,47,78,86,102
2,13,63,68,86,9,47,78,101,102
14,76,96,98,112,48,65,84,91,104
1,40,57,63,69,11,13,19,91,101
13,27,35,78,86,7,15,31,60,65
21,42,47,78,101,9,27,51,53,54
11,28,89,90,98,9,40,63,74,102
1,14,65,66,87,40,46,68,82,83
1,7,61,64,84,17,21,100,101,104
7,8,26,39,71,25,30,50,51,67
3,18,32,34,41,26,43,85,94,107
46,54,55,87,112,7,11,17,86,100
7,17,30,48,51,25,26,59,62,110
7,25,63,71,112,10,11,85,89,110
1,7,46,55,112,21,48,68,85,100
7,31,46,69,99,11,54,65,68,83
2,9,10,31,88,13,23,42,79,96
2,5,20,35,94,44,76,78,84,86
26,41,43,65,68,22,31,93,101,109
7,27,42,54,74,1,15,47,65,101
7,26,72,76,85,6,21,30,68,99
5,10,17,68,92,11,18,90,96,114
40,47,49,68,88,13,27,53,67,92
8,16,65,79,80,51,73,76,85,86
1,41,44,50,102,11,12,27,57,100
43,88,92,98,99,46,48,68,79,96
13,20,38,93,102,27,28,62,65,98
29,31,35,50,93,6,17,30,41,84
10,30,53,63,68,17,20,28,51,92
3,18,55,76,88,6,7,9,68,106
19,30,84,103,106,10,42,68,74,96
26,44,84,97,98,8,54,86,88,103
8,15,64,78,101,41,42,43,65,68
15,33,44,75,85,20,35,50,83,103
45,62,73,89,91,9,53,76,86,88
5,39,70,75,85,25,30,41,67,110
43,53,68,106,111,10,20,22,41,58
16,30,39,44,57,20,43,52,102,107
23,40,42,86,99,46,55,68,77,85
39,41,86,87,89,7,15,65,67,68
22,29,30,78,86,6,64,74,84,96
4,9,18,37,55,1,10,16,78,111
7,25,42,55,112,21,29,50,68,72
1,15,45,47,86,36,42,63,64,74
55,65,80,84,97,23,51,88,89,92
9,18,68,71,85,3,63,73,74,77
16,22,40,96,106,28,50,53,65,69
25,28,39,50,68,7,21,55,73,112
26,49,67,69,112,13,54,65,87,101
5,8,23,50,99,30,45,49,64,85
46,57,78,87,106,27,41,49,99,101
3,16,35,63,75,1,78,85,87,97
7,8,39,65,68,13,26,77,101,110
5,45,60,66,98,21,31,74,82,86
29,57,93,101,109,8,15,64,69,86
23,35,52,62,98,76,84,86,88,93
5,61,95,97,107,21,53,56,74,83
19,51,69,74,91,1,3,17,31,53
2,23,46,50,54,16,31,76,84,94
9,13,72,89,90,26,28,43,63,85
7,13,44,51,90,6,26,46,92,110
29,48,68,69,83,55,79,86,89,106
3,20,22,93,99,17,29,30,44,84
31,50,65,69,89,58,60,79,93,106
43,50,59,100,102,11,26,29,68,74
8,53,68,77,86,29,30,36,64,106
13,20,30,54,67,15,26,29,87,93
9,64,69,88,98,20,51,54,75,97
3,70,96,101,106,2,5,26,41,73
