loosing_hero_id_1,loosing_hero_id_2,loosing_hero_id_3,loosing_hero_id_4,loosing_hero_id_5,winning_hero_id_1,winning_hero_id_2,winning_hero_id_3,winning_hero_id_4,winning_hero_id_5
29,43,54,64,83,3,9,34,68,98
20,46,47,72,86,40,53,65,76,88
2,30,54,65,86,28,29,43,50,78
27,36,81,93,99,9,18,31,78,88
16,21,50,51,63,5,13,28,83,102
5,9,17,60,66,38,55,77,89,92
5,16,47,66,90,38,56,64,83,88
2,21,39,88,90,7,43,48,52,65
7,52,71,87,89,1,17,50,98,100
26,57,70,76,110,8,13,50,80,100
29,50,67,76,86,2,8,23,34,79
29,40,42,43,66,34,48,69,86,87
46,80,84,86,96,28,54,87,90,98
10,76,87,97,103,8,13,26,28,55
20,22,30,41,101,26,39,43,72,85
20,43,64,72,85,21,31,41,42,87
32,37,65,106,109,5,10,14,57,74
51,52,86,89,112,7,34,72,87,99
2,45,84,96,101,20,29,36,91,104
30,34,50,70,104,8,28,51,54,75
6,7,20,39,85,11,13,31,78,86
7,31,39,65,81,18,29,57,73,86
1,7,13,87,110,19,21,28,30,91
8,30,38,69,80,9,18,20,65,107
11,12,25,79,85,26,34,62,72,100
2,11,30,61,71,10,26,35,91,99
7,15,68,103,106,6,8,20,34,41
39,69,85,87,93,3,25,55,81,94
4,25,26,39,65,7,10,19,91,93
13,52,57,72,101,20,29,39,44,87
20,31,62,71,95,13,51,63,88,92
7,43,52,56,99,20,48,69,74,100
48,84,87,97,106,20,65,77,78,86
10,31,41,91,109,6,13,20,63,102
7,22,28,55,68,21,69,72,87,112
8,21,30,38,84,26,43,55,62,67
12,30,53,60,72,20,42,55,69,74
17,20,47,98,102,7,10,40,91,99
3,6,28,29,74,16,76,86,93,104
7,42,64,74,85,25,72,88,107,111
18,30,43,60,62,28,54,74,87,107
9,16,27,76,96,42,48,49,51,68
4,5,57,74,99,9,43,49,55,86
13,65,70,86,112,18,20,57,63,74
5,25,32,67,97,28,50,82,83,95
7,15,31,47,56,27,41,59,64,95
42,47,68,69,74,7,15,30,65,78
13,26,28,29,110,1,7,46,65,101
50,63,72,74,84,7,11,18,51,68
20,29,67,76,87,30,71,86,95,97
25,29,86,87,93,8,26,43,45,96
11,34,50,92,96,2,26,47,69,74
7,22,25,54,60,17,33,71,72,86
20,27,42,47,53,9,41,64,75,79
8,27,30,51,74,28,54,73,79,83
10,48,68,96,97,8,26,28,36,55
20,21,44,57,98,12,30,51,60,101
5,16,20,57,109,11,70,86,96,107
27,47,63,68,99,29,42,43,70,101
9,27,46,88,98,6,16,79,89,103
48,75,91,97,104,35,55,56,71,107
44,46,50,53,62,20,31,54,65,103
21,51,52,53,54,3,39,71,73,88
3,69,71,74,106,8,28,30,39,100
3,25,48,55,80,17,54,66,86,97
18,40,51,91,100,39,50,53,60,67
40,69,76,85,98,5,15,48,53,92
8,9,48,71,90,28,35,79,96,98
14,41,57,76,87,5,11,23,35,88
3,19,55,62,93,8,11,31,71,112
46,52,87,110,112,17,25,40,51,100
1,39,55,58,89,21,53,65,66,95
26,34,75,84,100,7,21,68,71,74
20,21,30,98,101,47,69,79,96,102
3,5,9,45,72,13,31,48,73,103
38,42,46,60,85,3,22,30,63,72
7,53,71,95,103,10,73,89,92,98
41,46,50,69,84,22,29,33,57,67
6,13,20,26,35,9,29,30,41,89
3,9,16,22,98,13,42,48,87,96
14,37,63,74,96,34,50,55,93,107
12,17,25,55,112,7,22,51,105,106
7,13,33,50,109,18,26,77,88,97
3,21,26,40,67,7,15,22,87,110
27,34,40,69,99,2,9,53,78,86
38,43,54,68,84,15,20,64,94,96
22,26,28,94,110,30,31,34,41,72
7,12,57,74,103,17,48,62,98,112
16,30,55,63,106,23,48,51,68,86
26,44,68,88,97,2,19,75,86,91
17,55,72,86,102,31,35,40,51,73
5,25,49,80,99,17,67,73,92,98
3,62,72,74,110,11,16,50,70,85
45,53,77,86,88,22,50,55,68,89
26,28,50,76,93,34,42,47,57,75
22,51,75,77,111,7,13,47,68,114
37,47,93,96,107,9,14,48,55,79
13,35,51,104,110,25,28,55,87,109
3,18,55,62,74,31,53,69,70,91
16,49,64,69,72,7,42,65,101,103
1,7,25,26,101,16,39,71,72,87
26,44,84,93,98,11,20,28,86,104
20,39,42,75,98,9,27,47,49,50
31,47,54,69,83,41,68,74,75,96
9,27,78,88,96,34,42,50,69,75
9,29,66,74,86,10,49,53,68,87
5,56,63,98,103,15,60,62,66,89
43,72,85,92,102,5,31,44,97,98
2,31,74,85,100,11,55,72,84,112
47,50,51,78,85,9,15,27,29,98
7,39,55,86,94,1,20,23,62,103
33,45,57,60,96,30,43,47,80,101
27,50,61,93,98,6,17,26,29,32
53,63,86,89,98,9,39,79,92,95
27,48,50,53,106,18,29,31,64,97
10,27,42,74,106,15,34,47,83,92
27,42,53,84,86,34,66,77,78,87
1,2,28,34,111,13,15,41,101,103
3,9,16,49,96,54,65,68,86,98
13,20,29,67,107,38,50,74,100,106
2,74,101,103,104,20,29,36,50,93
7,15,31,41,74,39,42,94,96,101
26,46,72,88,112,17,87,93,100,105
39,51,73,76,79,5,15,17,91,98
9,18,75,86,106,20,29,47,87,95
39,75,95,101,112,4,17,55,66,92
43,48,64,85,103,9,13,39,79,96
11,20,72,97,112,7,56,73,101,110
9,27,69,76,102,42,43,45,77,79
20,32,47,69,94,18,21,26,28,103
1,20,39,51,68,7,11,55,106,112
7,38,63,76,86,34,37,48,51,65
14,54,74,98,111,6,26,46,69,86
7,11,25,51,93,8,20,31,38,99
9,22,30,90,97,39,51,86,93,101
8,26,47,51,101,11,20,85,93,110
20,37,41,84,94,30,63,71,74,90
7,30,74,89,96,78,84,98,101,109
30,35,47,63,108,28,44,57,76,111
6,42,63,87,97,7,11,18,26,98
7,11,12,13,112,3,17,18,91,100
29,42,63,68,89,15,16,23,31,78
22,41,64,99,101,9,29,34,42,63
26,65,74,93,111,21,30,38,77,92
1,7,27,29,56,13,26,38,50,93
18,25,30,39,46,11,45,66,86,99
8,11,31,69,102,12,28,52,55,74
51,53,80,88,101,52,61,72,86,97
49,51,54,86,87,3,17,28,92,93
32,38,64,76,89,26,41,52,61,91
7,12,17,102,112,39,50,59,72,100
49,53,66,67,86,55,64,73,83,93
16,35,57,87,98,2,4,37,76,84
9,40,53,89,101,3,46,72,78,93
20,29,32,93,98,10,23,26,53,54
17,31,40,60,63,48,53,66,73,86
28,86,87,95,98,18,26,69,75,78
30,35,37,41,96,2,8,17,84,90
5,46,53,63,92,11,31,33,51,54
30,44,51,52,57,11,12,29,88,112
3,9,17,42,96,54,64,74,79,88
11,36,85,87,108,2,84,86,106,109
2,5,13,44,75,20,47,51,67,68
9,30,42,44,74,1,49,50,88,107
11,26,44,51,66,7,25,35,38,110
23,27,74,81,91,16,41,75,76,87
13,38,50,72,107,16,47,52,85,86
3,14,29,72,106,39,55,64,67,71
12,26,57,65,73,8,28,44,74,111
6,7,25,43,102,27,30,41,75,99
9,16,29,48,78,27,34,42,99,101
9,11,29,67,101,15,27,43,63,85
8,22,30,41,68,1,3,42,74,96
15,30,31,96,99,20,64,78,84,94
42,43,57,64,99,9,27,30,34,41
8,9,39,87,112,1,29,75,82,84
43,48,57,69,79,11,13,15,51,64
18,26,55,74,112,8,11,30,88,100
28,39,60,86,99,19,25,47,91,100
15,47,49,86,88,11,40,54,65,69
2,8,50,68,97,21,30,70,93,112
19,20,64,75,96,7,9,10,41,91
8,26,32,49,55,69,77,87,98,111
19,21,51,76,91,15,16,80,92,99
37,46,54,86,96,16,76,84,87,109
13,26,55,63,102,5,23,51,72,92
21,42,46,47,68,7,11,12,56,92
27,47,55,64,70,26,37,63,72,97
6,7,20,45,93,40,41,64,88,95
5,12,25,55,88,28,65,68,72,86
30,52,87,99,112,7,39,68,72,100
9,27,29,45,66,3,16,47,55,56
39,47,48,82,92,52,57,70,72,93
18,40,57,83,99,28,75,82,84,93
20,26,35,36,96,2,56,64,71,110
10,55,68,74,77,5,9,34,83,96
8,33,53,69,101,2,42,43,45,68
54,69,90,96,114,16,28,50,66,93
20,42,59,101,106,6,7,27,29,46
39,54,63,71,102,9,53,65,86,88
18,21,39,68,84,17,26,63,85,95
9,13,33,54,79,3,60,68,69,93
13,20,53,69,106,74,89,102,107,112
3,9,31,36,47,5,20,43,49,80
1,7,11,26,55,17,22,67,96,101
3,55,98,106,112,8,25,85,87,100
31,47,87,102,106,8,21,22,26,68
11,14,28,74,111,26,39,55,87,109
53,54,86,92,97,48,49,52,55,79
16,19,20,21,78,6,17,30,37,92
34,37,57,95,114,17,28,54,83,87
10,22,50,59,84,2,31,74,88,96
17,18,29,50,55,14,58,86,96,106
16,37,46,87,95,20,40,52,54,96
31,71,74,94,104,9,29,50,107,109
11,20,51,57,93,17,18,52,71,95
11,28,84,90,95,27,46,54,64,102
17,27,43,69,96,7,74,77,87,98
9,26,43,48,68,47,50,69,97,106
20,21,28,30,54,9,60,64,72,74
8,76,87,97,100,27,39,44,60,104
5,17,63,72,102,46,64,69,86,103
4,33,47,87,88,40,86,95,97,114
13,20,29,68,93,11,50,63,91,99
7,16,37,38,102,2,4,12,20,69
27,29,36,50,78,9,15,41,63,103
2,13,18,26,30,20,34,78,79,102
48,50,76,78,79,5,10,74,84,88
37,55,64,67,76,7,33,74,75,96
1,20,30,43,60,25,26,29,75,82
39,41,51,68,73,29,34,40,63,99
6,20,25,38,46,17,22,30,93,99
7,9,27,42,69,3,15,65,76,86
8,26,38,106,110,44,50,55,74,103
25,42,85,110,112,5,8,11,39,75
42,63,79,96,106,8,13,29,40,85
6,34,40,47,60,43,64,87,98,109
26,44,46,50,99,8,20,39,101,104
20,66,80,84,112,2,11,29,35,69
23,79,93,99,101,1,3,18,34,37
47,60,67,69,79,34,42,68,78,101
2,8,74,84,101,11,26,39,50,99
25,42,74,86,100,11,71,72,87,112
9,10,82,84,110,14,40,86,92,97
30,55,66,77,101,15,29,31,41,87
7,40,43,51,72,8,76,86,92,98
63,68,70,84,97,9,26,40,55,86
1,7,13,97,101,2,37,38,50,56
5,16,19,51,97,3,37,48,83,88
1,3,45,87,88,5,89,90,93,97
27,36,44,74,99,8,17,20,68,96
19,23,64,91,100,20,38,44,87,107
11,21,31,40,54,48,49,66,86,98
30,50,54,60,73,21,28,37,63,100
16,39,48,89,112,11,61,86,101,106
2,26,31,34,44,10,20,39,99,101
21,71,100,106,112,2,39,46,50,85
2,20,31,46,93,8,63,87,88,97
17,21,33,65,84,11,20,25,88,99
21,26,69,100,106,28,42,47,50,87
8,11,50,51,92,3,19,60,72,91
5,21,28,54,88,9,13,73,86,98
27,47,86,96,99,21,35,40,63,68
63,65,80,104,111,10,30,58,74,107
26,42,46,83,99,9,13,16,68,89
31,63,74,98,102,3,38,53,89,92
17,26,72,86,96,7,25,48,51,101
11,30,33,41,99,43,64,78,86,93
16,20,49,54,57,2,37,40,70,100
2,6,30,63,69,3,7,82,97,106
3,10,31,39,99,5,54,75,88,98
28,84,90,94,98,7,8,11,57,86
20,43,44,99,101,27,42,70,78,98
1,50,60,71,106,16,40,43,98,100
4,5,30,41,74,7,21,39,94,112
13,20,23,49,79,19,43,69,84,86
26,31,54,63,69,3,21,47,92,93
13,20,53,58,67,9,18,28,30,107
27,53,63,73,74,12,40,43,62,71
3,19,39,60,112,25,62,85,99,100
9,15,42,56,99,7,27,47,53,72
13,27,39,64,81,17,20,29,84,94
7,17,41,44,90,43,47,65,86,102
3,41,58,74,102,9,20,57,76,85
37,64,72,90,97,33,39,62,81,91
20,68,74,93,96,27,34,64,77,97
8,11,30,96,100,20,31,39,72,97
21,49,62,63,103,5,39,51,56,92
4,41,42,51,68,27,33,45,49,53
50,53,74,93,100,20,22,29,30,109
47,50,77,83,88,16,43,63,69,101
4,7,25,30,62,47,50,71,72,100
7,15,21,76,90,23,44,53,91,92
1,20,21,51,103,67,69,78,88,101
1,29,68,90,114,5,7,8,14,21
5,38,47,72,85,11,51,86,89,90
12,38,68,78,110,7,8,39,47,50
7,34,55,75,77,1,5,28,74,104
9,42,76,89,96,10,27,69,78,88
8,20,47,50,72,26,37,39,81,91
6,25,58,74,110,7,13,71,75,96
16,30,46,60,72,20,34,38,67,92
39,52,63,80,88,3,54,64,72,97
5,7,63,95,98,47,50,74,86,103
15,16,64,91,106,8,33,70,86,88
11,53,86,89,103,3,54,63,74,88
52,55,84,87,89,7,11,59,86,88
5,66,69,73,97,6,44,55,96,106
15,42,50,55,64,9,43,47,78,101
3,14,50,56,89,31,39,65,74,96
15,18,26,27,96,13,17,33,57,95
7,39,67,87,107,19,64,84,91,100
9,16,76,79,88,13,50,54,68,99
15,18,37,40,103,23,48,63,79,98
1,46,68,84,99,15,29,33,64,74
37,46,71,95,96,7,18,60,86,106
7,50,59,76,101,19,34,46,47,99
25,63,73,86,95,46,55,72,89,90
37,62,73,86,89,5,38,77,92,103
18,65,75,85,98,16,74,88,93,111
35,41,68,90,109,6,14,26,29,91
7,11,30,93,99,20,46,86,94,100
9,12,45,88,100,1,40,51,92,111
39,50,54,62,90,12,21,55,79,88
31,48,49,51,73,28,40,53,74,86
44,57,60,63,91,11,38,72,85,86
1,17,26,65,84,7,20,22,42,59
9,27,54,57,78,50,51,64,74,82
21,26,39,47,66,2,4,50,74,106
3,9,28,43,50,5,34,47,55,83
7,25,68,97,106,20,26,43,47,98
13,20,25,53,67,10,22,60,84,110
16,69,72,76,87,18,29,43,84,85
28,31,58,81,93,9,25,41,79,98
12,25,29,30,69,20,22,63,85,109
11,14,20,28,42,18,84,95,97,105
55,70,79,84,93,21,37,54,65,107
8,37,50,71,98,41,74,90,109,111
46,60,67,83,114,16,65,74,86,109
3,9,47,51,89,5,23,39,69,79
17,30,32,54,55,8,28,47,84,87
5,17,31,54,99,15,51,73,89,92
25,51,54,104,112,11,28,37,38,98
22,38,68,87,89,7,30,39,55,67
35,47,69,84,90,21,64,91,93,99
16,43,53,54,79,7,34,75,78,103
19,22,61,71,91,18,27,28,36,50
7,25,36,93,100,14,47,56,62,85
43,69,88,111,114,7,12,25,87,108
41,46,73,87,93,17,19,40,51,91
9,13,68,86,103,27,40,53,54,74
2,25,30,50,99,26,35,47,71,85
8,49,55,86,87,4,20,47,69,98
7,47,87,94,100,21,39,50,59,71
27,43,69,87,96,8,20,53,68,106
23,39,53,81,111,41,43,68,107,114
28,49,70,84,87,10,15,16,29,111
16,48,76,85,111,23,57,72,79,106
3,9,23,47,87,44,50,82,95,100
3,5,9,13,98,31,51,54,74,91
26,29,51,70,78,8,21,23,87,108
13,30,41,47,64,20,21,50,67,103
7,63,68,96,106,1,11,20,26,39
22,26,75,85,89,7,15,51,82,112
21,40,51,72,99,5,9,36,47,73
15,20,29,68,106,12,21,30,41,64
1,33,49,52,86,16,46,48,79,97
29,66,69,79,93,34,41,65,83,86
61,74,84,87,99,13,20,57,93,104
15,41,86,101,106,22,29,46,69,91
8,9,29,44,68,26,55,70,71,76
10,42,86,87,96,19,49,53,83,91
16,17,67,105,112,12,21,25,37,50
3,55,62,72,92,1,16,53,66,88
13,26,47,87,93,9,25,34,42,96
2,7,48,52,106,6,51,63,75,86
7,16,42,58,111,39,47,51,60,68
20,23,29,35,48,8,13,14,27,96
21,39,53,63,86,1,3,51,73,74
2,25,47,50,70,55,68,91,94,99
12,39,50,85,90,8,17,55,92,112
8,27,49,90,97,9,11,34,52,88
12,31,60,65,70,7,8,20,55,74
54,69,73,87,97,15,74,80,88,92
27,48,53,74,111,20,46,63,65,87
3,22,27,41,69,21,33,47,64,109
2,55,72,86,101,12,39,45,51,89
9,13,16,68,88,34,50,55,83,106
18,25,30,41,109,7,10,43,50,107
10,17,26,58,65,9,27,63,96,106
23,42,76,87,100,7,46,68,97,106
25,53,62,70,90,16,20,74,87,88
39,84,91,95,104,7,11,20,63,108
28,34,44,84,90,2,8,9,79,97
4,7,25,30,99,11,20,93,110,112
8,14,20,57,74,22,30,41,58,67
4,37,69,84,102,9,80,86,93,110
33,49,53,77,88,5,27,65,69,96
26,57,81,96,104,20,38,66,80,106
26,41,48,72,110,6,29,74,104,107
51,69,74,86,114,4,27,45,90,104
5,10,22,26,41,20,43,58,70,100
8,9,27,39,51,7,11,87,93,96
21,40,55,60,67,20,29,30,47,66
15,20,27,42,99,9,16,47,65,101
17,64,71,81,103,26,54,74,80,87
38,43,68,98,107,19,40,51,97,112
10,25,65,86,107,8,37,44,84,97
7,54,69,86,97,26,78,93,96,101
8,26,39,75,97,7,12,17,68,86
27,40,43,49,53,23,51,74,86,92
21,26,30,44,99,2,20,35,47,96
7,39,87,94,100,25,51,68,86,93
4,14,17,37,110,3,7,30,47,68
9,26,41,55,111,1,20,29,74,84
16,40,41,66,84,27,33,36,70,71
3,9,13,16,80,22,40,42,51,102
11,36,69,71,92,22,39,44,74,87
32,54,55,87,97,8,16,50,74,84
5,50,56,93,99,13,40,53,68,81
19,29,68,81,83,2,42,69,72,79
20,29,35,98,101,1,30,41,49,110
16,50,54,75,106,8,29,47,86,90
17,40,54,86,99,5,7,13,23,48
5,9,68,96,106,3,34,70,88,92
17,50,72,84,85,25,32,71,104,112
37,48,74,84,88,8,30,35,65,91
8,21,40,68,99,3,14,50,72,100
8,26,43,87,96,7,34,47,63,68
22,26,28,46,68,7,9,30,67,71
7,20,82,84,98,8,14,26,33,44
17,42,51,64,84,20,36,59,69,91
19,21,31,38,91,37,39,87,99,112
47,71,80,86,100,6,21,30,63,91
15,18,65,85,100,20,22,72,74,89
9,25,54,79,80,3,8,51,58,76
13,30,41,75,83,9,20,69,78,79
6,11,74,89,92,26,46,54,65,68
2,34,48,50,79,3,40,58,96,106
16,20,23,75,93,48,74,84,96,100
16,64,81,91,101,2,7,30,36,46
23,27,70,106,108,4,30,34,51,55
6,13,38,47,87,20,43,54,69,112
40,45,69,88,106,6,9,34,74,86
26,29,39,92,106,6,20,43,50,96
44,47,50,70,98,2,39,86,89,90
6,39,63,68,87,5,12,38,52,85
34,57,68,81,107,15,27,39,51,109
8,41,86,87,98,20,29,43,57,109
19,29,47,64,91,41,60,89,98,101
12,23,26,38,87,18,43,75,84,111
5,54,58,69,76,23,79,88,92,106
15,41,52,76,86,3,73,78,88,89
37,39,43,82,100,8,13,30,47,85
20,33,38,78,89,7,11,13,26,95
39,49,54,55,73,3,11,14,51,91
16,47,67,68,96,55,62,74,87,92
13,16,33,63,86,27,46,72,96,100
15,20,26,41,94,3,30,46,72,88
1,14,33,40,66,11,30,72,80,90
19,25,30,51,89,64,67,75,99,112
15,34,42,47,101,9,27,41,51,68
3,17,51,54,73,9,11,21,53,92
7,38,39,50,77,11,52,83,88,101
21,34,48,50,90,9,14,20,65,73
38,39,54,87,101,11,15,20,88,91
9,23,65,89,110,8,79,88,103,109
3,7,58,63,74,16,25,26,47,49
1,5,39,97,102,9,30,35,41,108
14,43,84,96,101,16,29,68,72,78
20,34,60,69,102,39,42,54,96,101
26,27,38,43,104,1,9,30,73,87
7,25,50,89,100,33,49,53,72,112
1,26,47,50,74,21,31,39,72,100
27,48,51,73,74,9,50,54,69,86
15,20,27,48,85,7,42,51,64,74
19,34,91,92,93,53,58,68,73,81
26,49,65,66,89,13,33,51,81,91
27,55,60,61,77,18,68,88,92,106
21,47,78,84,106,2,64,74,77,87
13,53,65,91,93,30,33,41,56,74
9,35,84,96,106,26,29,43,54,75
29,30,39,72,75,8,27,28,49,50
13,16,63,65,68,10,34,50,69,83
9,22,26,91,96,6,13,57,63,79
19,28,51,91,101,7,50,59,71,74
10,42,50,59,112,1,26,46,55,100
5,9,28,43,81,34,60,86,99,114
4,30,84,99,106,7,12,28,72,112
50,72,74,87,97,7,8,11,13,86
7,25,28,30,103,26,42,46,83,99
6,27,53,66,74,9,50,72,86,106
5,16,23,72,99,66,74,77,92,98
1,9,27,47,87,4,42,68,79,96
7,43,58,67,75,6,20,30,41,47
30,38,76,79,80,18,41,62,74,87
8,20,28,32,37,9,52,53,71,93
12,13,64,71,112,3,6,28,53,76
23,35,51,89,90,15,76,86,88,98
2,13,63,85,102,49,50,69,77,90
20,58,67,98,106,25,50,61,72,100
2,23,37,54,55,1,20,46,87,96
15,20,42,67,96,22,30,41,61,101
8,26,29,43,111,28,47,87,95,110
1,16,35,46,75,13,31,48,85,97
6,53,60,87,92,4,30,57,61,107
13,15,51,84,87,5,72,74,80,85
8,74,79,84,88,2,17,23,50,70
31,41,71,74,77,7,12,22,29,30
2,28,41,47,68,33,39,60,64,109
6,8,18,37,43,26,39,64,95,96
7,8,36,68,74,43,44,57,86,96
13,41,60,72,111,26,38,74,93,107
43,58,76,79,88,9,28,50,51,92
5,55,73,89,103,17,68,81,91,95
26,57,76,82,110,20,43,65,69,77
16,40,54,110,114,5,25,63,104,107
1,83,90,99,106,13,27,42,63,88
2,8,11,31,86,7,25,29,39,67
34,42,65,77,86,27,53,67,95,96
3,11,19,55,71,50,60,73,106,110
8,11,16,27,99,2,7,39,54,86
5,39,50,99,103,8,45,83,89,92
41,55,74,86,87,36,50,68,83,88
2,6,20,39,68,25,30,41,66,109
13,16,50,69,80,47,63,75,86,101
4,18,64,71,98,30,76,84,88,93
2,30,54,60,74,3,9,20,55,89
29,49,50,64,70,7,13,18,36,87
5,32,33,78,98,9,20,39,57,77
1,21,41,101,112,17,51,54,68,86
31,47,64,74,99,9,13,20,68,96
2,9,50,55,93,20,23,74,77,84
7,36,43,65,87,67,73,86,96,101
1,2,9,20,50,10,13,23,65,84
15,72,84,86,104,1,13,16,20,29
3,34,47,52,98,70,78,88,91,101
13,47,50,87,99,40,63,74,88,98
2,10,31,101,104,46,50,61,64,93
23,51,72,89,92,40,56,66,86,97
11,26,38,51,54,16,21,85,89,112
13,81,92,108,111,27,57,59,98,107
6,29,43,64,66,34,40,47,53,86
39,54,62,68,71,13,30,33,38,72
9,40,45,69,87,7,20,30,43,102
3,12,52,88,112,17,26,62,71,106
8,15,16,85,110,13,59,60,99,111
27,40,47,54,71,10,13,37,74,88
7,67,87,96,97,13,33,34,63,83
2,21,31,54,84,29,93,94,102,110
15,29,30,36,75,39,47,50,86,99
11,44,51,79,108,17,28,52,54,86
63,76,79,88,92,15,21,28,50,65
8,27,47,74,84,2,7,20,25,93
8,20,22,28,66,7,12,30,73,105
20,58,74,83,94,21,31,42,67,107
17,33,44,78,91,20,38,65,94,97
7,21,52,59,112,25,30,72,86,99
29,46,50,93,112,11,28,68,75,110
8,57,68,74,84,1,14,31,73,75
3,8,9,13,80,28,30,53,74,107
3,41,55,90,97,31,39,54,79,86
3,15,18,85,88,11,40,64,78,92
21,46,71,75,76,38,50,69,72,74
29,30,48,91,106,17,18,55,79,84
3,35,53,80,82,11,13,77,88,93
18,46,65,86,110,20,38,54,60,98
9,17,25,36,79,7,13,66,72,88
39,65,84,86,106,3,7,11,59,112
20,30,46,78,95,7,11,12,26,51
5,21,26,51,70,7,25,27,55,72
43,54,71,75,104,7,12,13,60,90
26,28,31,41,106,30,39,46,62,65
4,13,61,71,75,7,27,36,42,47
8,11,30,86,110,7,25,63,71,87
29,44,71,90,94,9,19,28,54,60
18,26,74,87,93,12,20,41,72,110
26,29,42,68,90,17,20,54,64,89
34,37,65,84,104,30,31,38,74,102
9,65,88,106,112,38,61,66,67,86
21,22,30,51,78,20,35,41,75,110
9,25,76,79,103,8,31,58,65,98
51,63,75,76,102,1,53,64,106,107
42,43,68,69,72,15,16,29,44,50
37,41,84,97,106,40,86,93,102,114
5,37,74,93,102,26,41,47,50,72
14,51,63,86,106,8,30,97,110,114
8,21,25,57,69,7,20,46,85,95
36,42,50,51,62,7,11,68,72,86
28,48,76,79,83,15,37,40,51,54
14,30,44,72,85,8,43,53,100,111
8,71,100,106,112,7,25,28,41,68
11,26,38,66,106,12,16,22,25,97
25,26,56,100,110,7,11,61,72,87
26,29,35,60,71,7,11,17,20,57
13,15,84,101,104,21,63,68,75,97
16,46,54,65,86,17,27,42,87,96
7,33,46,95,99,2,26,56,81,91
42,47,50,63,93,9,13,29,79,88
7,8,9,50,106,47,63,79,86,96
8,13,16,84,104,2,40,71,90,93
22,68,72,78,86,17,43,64,87,102
20,25,51,72,85,12,26,39,101,107
20,39,54,66,100,11,50,71,75,106
3,9,47,63,70,16,53,55,72,92
9,15,23,27,41,10,13,58,84,104
20,36,45,60,77,8,16,21,33,37
16,37,54,74,84,3,41,65,76,111
52,82,85,91,110,9,23,30,90,93
2,8,22,101,103,10,46,69,79,107
26,50,54,74,110,22,30,73,84,99
40,55,64,88,109,4,36,51,68,104
34,38,47,62,86,29,33,56,88,97
20,31,42,85,99,7,30,69,72,77
21,25,59,87,88,13,17,56,81,102
32,55,87,98,109,2,7,23,56,111
20,33,48,69,106,7,27,29,34,81
27,40,78,94,96,41,53,64,92,101
5,9,38,40,53,20,60,63,80,92
15,55,74,75,84,7,8,21,87,100
4,10,68,83,88,1,16,50,69,74
20,30,41,97,98,7,17,26,95,96
25,47,50,80,100,30,43,69,86,93
7,11,30,32,94,8,39,51,86,88
3,34,54,78,85,8,25,39,80,88
1,26,29,39,62,49,50,71,93,100
13,20,30,96,109,1,51,64,84,101
5,48,49,68,103,51,54,66,74,92
16,33,37,67,106,1,5,51,70,88
8,25,60,86,99,7,39,49,58,110
36,75,82,84,106,17,57,64,81,91
13,44,50,69,84,15,20,42,75,99
18,25,49,50,98,5,15,89,100,106
34,35,50,85,98,39,51,68,72,86
23,40,54,69,92,3,9,51,74,103
10,26,43,55,107,8,17,20,38,110
9,16,31,35,46,15,17,88,92,93
11,29,31,51,54,1,16,41,74,87
11,20,51,94,101,8,22,26,88,110
18,26,65,74,100,13,32,54,69,111
28,54,65,68,74,3,9,18,55,91
3,8,47,60,100,39,55,71,73,86
6,21,26,39,102,11,20,29,93,101
5,63,98,99,102,9,21,73,74,92
34,40,54,73,99,15,20,31,38,53
55,63,86,88,98,13,52,53,72,89
7,12,25,29,46,30,64,74,82,85
5,19,50,55,74,1,12,26,51,90
9,20,58,74,80,26,48,65,73,92
7,8,20,22,97,26,38,46,58,70
18,21,29,33,91,7,8,45,77,86
11,14,26,35,57,20,54,71,74,84
11,29,30,47,87,1,20,26,86,98
7,42,49,68,85,3,21,28,31,69
27,37,55,69,82,9,34,42,43,64
2,70,79,89,101,11,26,41,98,103
16,17,21,30,51,19,71,86,88,91
6,43,50,51,92,20,28,46,68,96
16,43,48,53,68,29,34,59,64,77
5,47,72,85,98,9,27,48,74,87
7,8,11,37,51,14,26,40,70,75
5,8,62,66,88,63,64,72,76,89
19,68,74,87,96,63,69,78,86,92
13,20,32,86,103,5,9,21,51,63
7,10,39,79,98,1,9,23,78,86
1,25,71,87,112,20,39,42,64,99
28,39,51,68,72,8,21,71,100,112
27,43,67,78,87,13,20,31,89,96
1,27,47,51,87,12,22,50,55,62
16,38,97,101,109,7,20,47,65,77
40,41,51,66,106,17,69,92,96,102
3,19,31,39,95,5,20,26,50,79
4,9,22,84,106,5,51,54,68,69
13,27,47,53,68,7,16,39,54,92
20,21,31,34,41,42,43,51,77,101
29,43,48,68,84,13,20,30,64,66
28,50,56,57,83,46,65,77,87,102
7,27,36,38,63,4,31,65,73,88
55,81,90,91,97,63,69,73,83,88
8,11,20,89,97,5,37,41,76,109
47,50,74,83,96,13,42,52,55,72
7,33,36,75,95,35,45,50,59,71
18,35,37,38,84,28,30,63,82,85
26,46,68,72,100,7,11,36,106,112
58,65,69,81,91,22,53,63,68,88
9,12,55,60,64,28,53,54,86,98
44,57,87,96,97,8,20,26,69,95
20,39,50,69,77,2,26,35,93,102
55,70,86,98,107,4,5,84,99,106
13,16,48,84,90,18,22,52,57,100
5,39,51,54,86,9,50,79,88,89
9,42,69,75,90,68,72,86,96,97
7,60,63,75,76,2,15,26,44,57
44,47,50,65,86,5,17,51,81,88
